player_id,latest_match,joined_date,retention_days,location,age,total_spending
004fc919fc3d469ba3d54d7a9de722f6,144,92,52,North America,16,828.56
004fd97cd3b0426aafc2295642363688,326,280,46,South America,18,2017.31
004ff41baac349aa95e153abd3562d32,240,212,28,Africa,20,1756.38
0054d36ff66a42848739f06ce71963f1,365,330,35,Europe,26,1880.07
0054ef3b151742218924c166952b5f2c,293,250,43,South America,18,2171.69
0057000c5dbc4f07951250d3dd0483b0,365,337,28,Oceania,22,2801.87
00594c901b09407ab09cf1802f8d891e,142,110,32,Europe,21,1197.61
00594f62543d4f7ea00576fcd5d8d6b7,134,91,43,North America,21,630.37
0059e715c3014c4ca0c85e2fe57dc019,50,9,41,Asia,16,471.48
005c883963e24a9189bec7771a90a82a,293,237,56,South America,19,1259.72
005cafd8f8e64feb95b712d2f377877f,140,100,40,Asia,20,1051.9
0061c74f3c644a099b9b36cc0bd99cad,155,117,38,Europe,17,807.56
006556c0bc39413bbf791b2399cf71e8,365,311,54,Europe,17,2407.81
006ae6fbe457401fbc6aba216e90dd8d,71,26,45,North America,25,282.8
006e3bb67a1449e9a16e263a03d76c0a,210,172,38,North America,25,1409.22
00714675e04d4601a2f16bbe9bd9c81e,329,288,41,South America,21,2339.83
0073fcc681ad4fa48e63dcec62b308bb,133,98,35,Europe,16,511.3
00743cb7425e46cdb2bd0c1ac024dac0,363,347,16,Oceania,23,2336.67
0075ab07c4ed43fd8099c68d4b67c6c4,215,187,28,North America,21,1333.49
0078e50f23dd46f5b0de37916fe447fe,339,316,23,Africa,21,2440.04
007c3f82daef4682b8b0a9d63b04b47c,319,283,36,Europe,22,2133.64
007c4cbcac774932b79d105e9d284be8,365,345,20,North America,21,2094.91
007d39ca6bb14244866ff3951a372fbe,194,172,22,North America,30,1895.1
007e6dc595f44fb788e425076472bff1,193,141,52,Asia,20,867.88
007ef9b051e8494abeb9895181c9b14a,287,248,39,Asia,19,1417.17
007fae4c130e4f5b8083c52934b7840a,363,344,19,Africa,20,3158.02
0082275ae0f449f3bf1990a42aa0ae6a,204,151,53,Oceania,18,913.59
00824672a98348a4a6cda5f41b8de4c7,341,310,31,Oceania,18,2815.49
0082add90a3b49b995c457a0544a18ce,124,82,42,Africa,22,909.75
0082f4f2940d464ba06d42d3df02d717,365,350,15,North America,19,2359.5
00868d7b28bb4b9483659708fe0f5695,324,277,47,Africa,17,1678.59
0086d657ece0424f9562f99c2d64bce0,231,179,52,North America,24,1228.84
0087867faff3429f935329904f161520,362,325,37,South America,21,2814.73
008cd5973db9488d8c559bdaf50f8cac,319,284,35,Africa,11,2890.92
0090561bdbbf46548ae7f50fb5fef556,103,68,35,North America,23,711.47
0090f3a8299c42e6bf01fb11caed8ce2,283,242,41,Africa,25,1221.87
00941b562a864cc7bbb9a497754e96e2,309,277,32,North America,16,2244.7
0095c2d34ac243a089ba5b6b3cfca100,338,311,27,South America,22,2389.98
0096eb449c9144029c48fd374caf576f,363,337,26,Asia,22,2485.44
009957b4c18749a99367ded5251e7bb9,208,182,26,North America,18,1970.07
009bed3fe7ea4d71b3fb7ce652fffd2a,50,18,32,Asia,21,317.37
009f89e1739e4a39a22a613b237e68a9,309,265,44,South America,21,1984.65
00a184c8bbde4b879f7c8d20664b0c29,167,127,40,South America,23,922.18
00a1c2c711ed4290ab7ab84652dfc1d7,52,13,39,South America,19,286.46
00a36df1afe942d09be79b7b7c96ceec,228,205,23,North America,21,1940.13
00a6c31654924157a6aea78dbf662713,180,146,34,Europe,19,1085.6
00a9b6787ccc41ec9a9dfd467894bdf8,48,21,27,Asia,22,331.22
00ab713b34174090a19b04b0ec63928a,158,112,46,Oceania,21,1058.57
00ac6d38f1ff4a84b811429db08d88f1,76,49,27,Africa,24,427.53
00ad4b53e78548cdbb0870bdd31ff728,313,280,33,North America,24,1199.34
00aec6d176b440aeb369b45922ab529c,69,23,46,Europe,16,178.18
00afbef8120947e68c080b01dccd3f34,295,260,35,Europe,21,2584.86
00b014753ceb4df8baa962d0b57c3e7a,222,190,32,North America,22,1692.09
00b081755cbc4778a6809fce5a0fc6db,236,213,23,Africa,22,1636.59
00b16207206b4647b82f2418964b12da,75,46,29,Asia,20,560.16
00b4ed5d03834a88befbba4e74f09534,197,156,41,Asia,24,822.14
00b5329d84044808afcb18a05eb2c3a7,200,150,50,North America,18,1403.95
00b5c8498b7d4382aff565d08685adda,133,95,38,North America,19,913.68
00b7cfd4cf5d4ceeb1eb9df5b015cf3f,259,210,49,South America,20,1266.03
00b7f1948eed46a29afc887e0ae27261,188,166,22,South America,13,809.03
00bd6010eaa0482993342301a2d5d1a0,179,134,45,Africa,21,1341.41
00bd7a263559401a9119b6cc866752a6,350,293,57,Asia,22,1421.88
00bf7a1deeb0431eb965455771523be1,365,352,13,Europe,22,3123.89
00c32156c03b404e8e83da1197029264,158,117,41,Asia,18,640.07
00c35641c07b4c6ea39e3e8b696189f6,365,316,49,South America,17,1772.71
00c5d112a6ef4e928b9f54e23ae29b6a,278,233,45,Asia,22,1806.03
00c61798f4ff4c57852fcc0fb1ccb760,267,245,22,North America,16,2278.26
00c8afc7a9d74630bc6a41f79bfc65dd,365,360,5,North America,22,1988.09
00caed7c0b4c461483029ec07dec9ad8,228,179,49,Oceania,18,971.22
00cb2a6734de4f44bf1d35a6b8ab58fc,231,179,52,North America,19,1242.78
00cee6abe1da45249bd32e4e56e06a1b,231,186,45,South America,25,1557.07
00cff1f7f7304314b54a988fcdcc2318,72,42,30,North America,23,374.19
00cff6d233f644b49f3c3d70931bae56,319,277,42,Asia,13,2268.09
00d492d89ef949239dc682e13441510e,194,147,47,South America,16,1147.27
00d5f33881bd45409901743236b6ff81,160,135,25,Europe,21,1232.71
00d81d581d9b4cee8dcf37295d4bc564,129,70,59,South America,17,734.59
00d8e80073524d31ab628deba74c9ad3,307,283,24,Oceania,18,2101.47
00d9b49f87304f07b308b606bf82ad66,151,113,38,Oceania,18,842.99
00e012a4717c42f798b9bcd6190e9bd9,77,53,24,Europe,21,386.31
00e03568711440bc9358bca1b9bc94cb,186,146,40,Oceania,16,1548.74
00e126d4cc364498873ed18cee41dcb8,365,358,7,Africa,19,1445.31
00e1a34c76f2490f8ac2b92cb5b6878b,101,77,24,South America,24,801.73
00e3c5685c2f494082809c4a20127895,363,354,9,Oceania,24,1401.92
00e473ea716e4d5faa3552a0f1e55062,352,303,49,South America,20,1222.16
00e5351709c04c80bbe3a5e53c6f98bc,132,97,35,North America,18,826.59
00e5ab952ab844d2baf6da14530d7682,40,16,24,North America,17,136.21
00e998bc9739439785e7e6d205b15113,261,209,52,Europe,23,889.18
00ecc5e36dd240d487b7be167a1b25ef,57,12,45,South America,21,300
00ecf77ca70941a780c27bc29afeadcd,249,197,52,Oceania,24,955.79
00ef19e9f3bb492eb102a40251ce7be5,294,263,31,Asia,17,2730.71
00f0646471ad4592a34c0c53c7a7b0aa,364,337,27,Europe,20,1317.64
00f13fa500af412486f9317e06520245,133,82,51,Europe,19,499.29
00f1f2edb7e94c7b96d2b76ea1eaa927,126,100,26,Asia,20,696.13
00f36cd610fc41d6a01702c5bbfe4a89,115,69,46,Africa,15,561.38
00f43c7858e74d09811fc9e167556559,299,270,29,North America,25,2037.11
00f47ee36a69455099f6aceda083005e,330,294,36,Europe,18,2273.02
00f4e5d5d35542fcb173c40346b998d0,364,358,6,North America,22,2304.24
00f52417bfe5427e95e70f8388788bec,96,59,37,Europe,20,804.76
00f85f15e5704e9d919becbb4e33e63e,261,219,42,Oceania,20,1339.89
00f8e79267c94f24a86317b7920a63e5,338,308,30,Asia,17,3241.87
00f922ea7051443b96ec19873f414c46,210,175,35,Asia,19,1305.95
00f9b33ffe904aef8dac5629330728ea,268,233,35,Asia,16,1278.65
00f9f419c32a43df822d9664afcf6d8b,336,298,38,Africa,21,2703.01
00faa60644204afc85d2472a1726ed17,116,83,33,Africa,13,946.16
00fc49a287b4424785dc6cf5c0e133e9,363,332,31,Europe,20,2841.96
00fdd911faf04c418ec2751c468fb4bf,52,17,35,Oceania,20,223.42
00fe2e7113364b3d86c7be713615294b,290,252,38,North America,18,1889.75
01002086a4d74ee4a049f8da8a0c693f,179,147,32,Africa,21,1199.51
01003934414c4092839611e3f7855810,225,195,30,Europe,20,1153.03
01043a645c6d408780c2c64a6c0fedb7,260,232,28,South America,26,1931.05
0107a5a6456941a79542dd21d7b35fa2,273,223,50,Europe,19,1381.65
010adc8b5b3e4dc1ac14ed2e1221d389,167,122,45,Oceania,21,580.85
010b417cdcd4408e876a817433f60934,365,353,12,Asia,21,2466.08
010b90d66f8b41eb931d314adc56e871,85,43,42,South America,22,620.09
010df69c87674fc296f68bc34d00afa0,66,16,50,Africa,22,57.55
010efe2ee3cf405fb965d51e46de5bd4,63,38,25,Europe,17,389.29
0115ca89eff247918a5d431010a0c6e3,73,14,59,Europe,19,268.25
0116d662333f48dba0773cc8feca489f,80,49,31,Africa,23,804.63
01171d9252644d0caa18b2470ca08e5c,327,277,50,South America,17,2153.39
01175669a1db49df832f3820afbb93ee,365,320,45,Africa,14,2467.07
01186325f13f482487b1efe8c16395b2,275,235,40,Africa,19,2970.27
0118df955cb640a48e60657487b34829,335,286,49,Asia,19,1493.38
011b4206e74146a38d855e4d74f56509,139,101,38,Asia,21,629
011d1fefab4c4cde819edc420aef375f,365,354,11,South America,22,2027.46
011e611f4f264ade92d391b7045c9070,42,7,35,Europe,17,157.23
011e74044fa941268f439b6bb68d39cc,127,101,26,North America,25,692.52
011ee4cd02f6409aa963431adb4f9ba8,59,30,29,South America,21,292.14
011f11206532414d8bc775645b7501a2,88,40,48,Asia,19,426.97
011f8a913b704253a17e7327b45c544f,363,361,2,South America,21,2576.04
0120c1902aab4aeab5c8ea17392ab129,94,54,40,North America,19,741.32
0121959656c747908166778c8c45f806,88,50,38,Africa,26,597.1
0123b062364040e59598c6caae47ef29,225,188,37,Oceania,22,1271.44
0123bbcca1f54ef79e2fd41da292a830,363,350,13,Africa,21,2423.83
0126e6bc2aa54bfe978584129b35184a,160,124,36,Europe,17,1016.6
012b72b128f042ac8af8f674444f9d09,339,289,50,South America,17,1218.02
012bd594a8a24eb0b19d641d14cd144e,365,343,22,Europe,20,1825.58
012c934ced9140c0a37688616b987b6f,185,142,43,Oceania,21,1230.62
012ce0c7fc4e4b9793c92191748bd669,218,174,44,North America,21,975.62
012cf74483c64abc914121ec009e53a6,167,137,30,Africa,16,960
012d830993be48558d0ae9fb82195d7f,178,123,55,Europe,19,994
01315ca42dd14708942100f84ac44f2f,356,337,19,North America,22,3285.89
0132d989d7f044348661e3cdfb32475d,365,347,18,Asia,24,2836.11
01336b2dbc704554833c0247dcfadd2f,107,73,34,Europe,17,737.51
0135789d974f42cfafd31bb5af523799,55,28,27,South America,26,486.5
0135d6b186524b4a92a9e874bac71986,290,239,51,South America,21,1068.41
01368e112b0440c5bb653ca0a7db4f32,358,322,36,Europe,21,2222.08
0136c1875d4941099506167f950a92fd,303,261,42,Europe,20,1874.56
013829dcf2f342b89f2cf179c87266e1,93,73,20,South America,20,724.78
0138f5076f6d4339ad610e6f50c3d0d2,260,225,35,North America,17,1392.41
013d0c9f0799414091a8cec9b70927af,362,315,47,Europe,23,1837.98
013d0edcaaa04038ba9a75ee1f4ef40f,258,217,41,Oceania,17,1489.92
013df928265743ccb7e9f934c29a9355,293,241,52,Africa,25,1773.51
013ef4af07c64bdd8f4cb269bebef5b2,365,348,17,North America,26,2548.78
013f2a80ba5a48c4a4ac835d1015872c,290,256,34,Asia,18,1529.83
01407765da214aed88f1629682648969,107,45,62,Asia,20,677.68
0140f56f6f5e4753bcdb622c05627c50,284,239,45,Europe,17,2140.63
014240dcf1e64fb59426581716a8a1c5,207,158,49,Europe,26,1053.42
0142a9a49947487eac749b5575cc93ba,364,326,38,Oceania,16,1821.48
01445204313d49d9ae6524785b320992,167,144,23,South America,21,1079.85
0144672e53d641f784650ed0755fdaac,102,67,35,South America,18,664.13
0144681192f44d25a3d1d2116fdf082d,237,219,18,Africa,19,1961.78
01449ed5198b4512bf5433a60fcd5bea,309,287,22,Oceania,24,2203.52
014640f18da14f90ba602fbab8090278,254,226,28,Oceania,16,1922.39
0147a5e3a18748b3998ba7abc33c9fb9,134,82,52,Asia,22,593.3
0147be03a32141628264fd730dfe896c,196,168,28,Africa,23,1217.4
014c542798e34099b1a0c49dddcfa820,298,284,14,South America,22,1990.29
014e4922d6ec47d89b0fd9d862e21344,193,163,30,North America,18,1133.62
014ead086e874e54aebed2a3c1bf6c41,361,320,41,Europe,21,1825.65
014f32cdbf584565a2120ec744eaaa21,332,277,55,Africa,19,1811.37
014f389404814f03b08f638bf9f3d890,307,292,15,North America,25,1930.35
0150e5318a364d9b8386bee843c27b32,235,193,42,Africa,15,1874.04
01536da394f94c08a6dbb825632f0778,281,259,22,Asia,21,2655.87
015415d1e66841578704fb532863942a,153,104,49,North America,17,331.27
01553cfda09a4911ada172191bda3e2c,283,258,25,South America,19,2252.83
01588e5550d94e3ebabadde5a3e17e9f,91,41,50,South America,26,406.5
015a65a041cd4af29af4d59989156a4d,35,8,27,South America,21,364.49
015b67d94ccd45508d1df2125da21b24,111,77,34,Africa,21,500.08
015b72af7c394c1f9b254a1d8cd3a42c,89,45,44,South America,21,519.19
015b9a2a77ca40b68d6d485699523f95,342,304,38,Oceania,22,2173.51
015df855f6e742258f7d6dca6211c44a,108,83,25,Asia,23,713.68
01643cb1beb7463f893ce17151340182,319,277,42,North America,15,1281.35
0164db6de9ea4fb5b92136ff63158386,244,185,59,North America,25,1615.51
01653bf811d54d08868f81fe16aaa44f,160,135,25,Asia,24,1127.39
016682c055e64ad596cd0f0b361c4edb,327,290,37,Africa,19,2009.23
0167efa800c2481f8b6be1107c8ab653,313,275,38,Europe,22,1661.08
0168f2c5d2c143f6a73ddda479c31308,365,358,7,North America,26,3899.76
016af1b873b84957a02960a1f7aeec47,330,303,27,Asia,20,2381.09
016da3fa9eee48cdb2618673d731aea1,363,342,21,North America,16,2143.19
016f30870f3e4580b17b227c43bf1b8f,245,218,27,Oceania,20,2196.31
017290d240364d3dae6837c64177fe85,175,159,16,South America,20,1289.39
0172de03112240fcbd7fc7f56b8a59ce,193,174,19,Asia,21,1361.82
01744b11538b4ccdaea74d245aea2ffd,316,292,24,Oceania,20,2361.7
017a4ccb9cd946ccb9abbf941f4d47e9,215,165,50,Oceania,20,1118.23
017b49706e0944d5864a9dba7409ec3e,191,148,43,Europe,16,1226.19
017cbdf7d99f49259077a15623935831,365,365,0,Asia,19,2186.77
017f28d7ea47479dbebc9ac128ca8118,51,4,47,Oceania,14,306.51
017fb6c02cf345b4b58b85680ea627e0,358,312,46,Asia,20,1049.32
0180dd270d0c4320af3e8f559f3f1647,355,315,40,Africa,23,1965.78
01812259937a47a6930643e4730d38c1,244,203,41,Europe,20,1463.57
01837093cacd421fa03c4626ea948686,168,144,24,South America,23,1838.75
01839f0753804a5b8eb9d6b2910e28e3,91,39,52,Asia,20,498.64
0183b83f9b8b464397868b0458ec72c6,252,212,40,South America,21,2021.44
0184e50727f5443e8e9f8075d5a7919c,232,198,34,Oceania,23,1981.79
0186a066ca434bf4a6b1cfc8d52566bf,203,189,14,Asia,21,1805.67
018bf20f72c746059c56b2ea42daf99e,250,204,46,North America,20,1187.6
018dfcc35fd84d5da1e470e6e1a52ac5,365,328,37,Africa,18,1812.24
018e653225244cf196d179398069bed7,152,127,25,Europe,19,1131.56
018f1337bce54bf4ae8230075ee60257,335,301,34,Europe,20,2751.91
01902ba06fef4af0a28ae694a995f2a3,290,266,24,Europe,21,1781.94
01908f5bd8b04154a87d2c9a0a7f530b,91,37,54,North America,17,575.96
0191e6f29f204ff18be63341e7fe488d,362,326,36,Oceania,22,2311.91
0193286c9159400d96797dd07a13620d,99,69,30,Oceania,15,622.4
019378e8e82b4ebe9b7ca3e9baac58fa,212,153,59,South America,16,1215.99
019700e0b8a3467bb89c6f6c6753452d,197,183,14,Europe,22,1525.75
019746ee682541cd97a3f8e228638e5b,68,45,23,South America,21,554.18
019c7031631949e3807188ff5e535a3e,352,333,19,South America,18,3210.12
019db7b6821b46a5b8582311cc4b62e6,222,187,35,Asia,20,1659.44
019ee22437f2482693d014c624a7d28a,264,209,55,Oceania,20,1991.13
01a040dd453f4b21834fbce7ed99b50b,297,276,21,Africa,22,2262.83
01a0bd820ab54e92807af84b624e75f9,200,162,38,Oceania,20,1686.17
01a14fe6eed24a6db241b0d813ca6046,264,247,17,Africa,20,1965.8
01a495e8acae4adda30069c32c0cb941,269,233,36,Africa,17,1651.24
01a5a65410944fc5af1a0de893ef00c4,365,328,37,Africa,21,2343.08
01a67688ee2f4811932585060c628022,278,253,25,Africa,15,2187.85
01a70e08b9bd4898a6593e47024ba85b,114,69,45,Africa,19,325.58
01a75fdbb7d44abca788bb6fadcbadc4,337,290,47,Africa,24,1523.19
01ac0a4960d043d6861938aa75058878,307,290,17,Europe,20,1912.24
01ad308d304e4facbe9c9bee354eb35f,365,315,50,Europe,19,1545.09
01adc803879c4bf0ac55d102f2092460,148,104,44,Europe,19,784.39
01afe4e23c8d4a62810e0a16364d32ad,347,306,41,North America,22,1702.56
01b1237bdc6c479880a7f1ba38d54783,280,254,26,Africa,20,2178.39
01b34371c5c649b5885c7664aec9101b,362,355,7,South America,20,1708.82
01b47f34392e4eb19b59b2ddbc8fd68e,92,48,44,Asia,26,983.91
01b4c8bf4af0483eb7b8ef37cb87331f,101,51,50,Asia,19,645.98
01b7f2f6ca204c9fb27b8a9004c2e5d4,364,347,17,South America,23,2397.41
01b862ab4b324c29851d3db88a8daf3a,64,19,45,South America,21,118.28
01b95dd95c0543b99da480f49b97f616,341,291,50,Europe,14,1712.98
01bbe7a5733e43a1b06f30e1929f763d,136,113,23,North America,23,1257.4
01bc2bbaf06e48f5918768282c1e7667,69,20,49,Asia,20,103.36
01bd454ee83a487e83273d2052070ab8,304,274,30,Asia,21,2107.15
01bd7c6aebae447a81f918ca8210a073,343,326,17,Asia,19,1764.49
01be2e8e9df94a9891392333765b37e1,364,350,14,Asia,19,2368.25
01beae935d0742e0b18cde61a51d5f6a,87,38,49,Asia,20,581
01c16a7b2346474198335bda9fbcf471,133,81,52,Europe,25,730.8
01c212f66d264ff5abba82ad17a7f296,78,50,28,Oceania,14,751.27
01c31fd58c24407887ab7482caa0b655,361,327,34,Europe,23,2139.75
01c445654e9746368350497f11608d51,345,304,41,Africa,16,2321.69
01c7ee0ce0164963ac43fa7d2b4c7686,331,298,33,Oceania,21,2487.81
01cb33b55e8a4839957e23a6db94fb94,67,42,25,North America,18,493.18
01cb3e489bb04ab395bd50456570dfb7,344,301,43,South America,20,2526.59
01cbc8c61b114c499e35bf315d221934,121,66,55,Oceania,22,579.22
01cdce6437104c63aec3c1c2164c9b63,54,26,28,Europe,22,495.65
01d26dee62e04f86b8555f66d750cf97,115,90,25,North America,17,1062.39
01d597865e5f43c1905c6d7ded67ac73,246,205,41,Europe,22,1461.85
01d7ce960baa442589485bc64903a8a1,239,190,49,Asia,18,1621.04
01d7eef3a85943cd868932e4f0bb8dcf,284,229,55,Asia,20,1830.6
01d983e951b643c2befed5858e4f776d,77,43,34,Oceania,19,417.69
01dbccb603a24f06859177b33e10794f,195,177,18,South America,24,1502.17
01de0c3c4668409296c9f93752c0e1e3,345,310,35,Asia,23,1925.48
01e0402e1b934ab3b3147a3f9bd2ecbf,134,77,57,Africa,21,1023.63
01e05589dd3349fbb366ab2123229621,57,23,34,Europe,22,223.68
01e232447f714a0f92547b01f038ce3d,149,135,14,Asia,21,1025.58
01e2d6335a1d45c692df135c4a6b85e2,165,118,47,South America,25,1010.89
01e49178dcc44118ba5a51152f7dd07e,263,206,57,Africa,18,1668.29
01e541aeb09b441b946908b46717d0b6,59,21,38,Asia,20,249.07
01e63e4e55884db4ab4cb10d79079199,162,118,44,Oceania,23,713.7
01e763808390417e977967cde9952ab8,353,327,26,Africa,25,2428.49
01e7b0eeb03f4304b02fc4f219708463,207,188,19,Africa,20,1236.59
01e9a22d1c844410bb3e17f8559854fa,32,3,29,Asia,22,275.11
01e9a8a145e645a58345393f81d69573,270,247,23,Europe,21,1637.06
01eae6a009b047298cb60b159564d961,215,182,33,Asia,21,1724.25
01ec2a34ee4e42119a53584bcae9eb83,90,40,50,Oceania,15,625.81
01ecbbda01924e4a95d5fc0a3cfd55a7,219,189,30,South America,20,1549.01
01ed9c5f3e1f4c82bc391058605576c1,134,106,28,Oceania,21,1390.03
01ee984e501f44598eb354eb8503b051,235,209,26,Africa,24,1280.51
01eebb741e064309994a4e0265622e37,362,333,29,Asia,25,3934.36
01f579becdf340028180d647e9cafefa,266,212,54,Europe,16,1471.35
01f7059c7baa46a4acc1f55d7ede8964,154,103,51,Africa,21,791.63
01f79f4fb839466ebfe702ecdcb725ed,332,303,29,Oceania,22,2762.93
01f86b8c18e042a2938ace6f82159626,166,140,26,South America,20,1176.6
01f8f7094fc5407ba46b4df370cf0dad,306,273,33,Asia,24,2493.79
01f9f16576294266801b5bb5001db384,205,160,45,Africa,15,1345.64
01fce3a69af34496bcc6becc32a97d1a,364,339,25,South America,24,1853.02
01fcff46ce014580b242e6e2780d0d8a,261,206,55,Asia,23,1411.2
01fd76577bfd4d8a96f8f5e2cbfbb2b7,48,26,22,Oceania,23,359.79
01fe55d6f59d4b86bf4f7175bb359047,72,55,17,Europe,18,811.15
01feb588cc1d4bd89411b7cc327a76d0,283,231,52,Asia,22,1233.19
0200209a8a6e49418d3af58c091c7e79,325,274,51,Europe,24,1455.99
0200aba1faf844dba1e3afd9aedf26da,364,340,24,Oceania,24,2801.35
0200e279bd79445ea9f5739b080e9f91,156,107,49,North America,21,1054.07
020206f9aff7469580c9b1ed25f314a9,66,16,50,North America,20,414.74
0202f2f998c24ee1a19bfba2c68b0910,182,133,49,Asia,19,1068.18
0203b9276a1b47c08e3927b33effa9ae,311,260,51,South America,19,1905.42
020485430d3e40669f6217703724365f,363,346,17,North America,22,2994.45
020485c7aa19495bb7deea974452c969,291,256,35,Europe,17,1935.07
020510859b974304aae7713f0ecc40cb,362,325,37,Oceania,16,2251.38
020759ba3c3b4e128b956551ca1255ca,351,312,39,Europe,23,3207.5
0207c9629401421187be97b6e1bf4e04,109,85,24,Africa,15,723.73
02089c3730484a4290cd92471317e602,262,218,44,South America,18,1579.32
020900d4d32b4d4fa7df1fc13e0b54fd,200,154,46,South America,18,1072
0209b13536e045a48e502033e8e6e6a1,340,283,57,North America,20,2128.53
020b670a849a402081a6e8732d538929,138,113,25,South America,16,1419.51
020bd22d6d3d49759542947a17d832a3,290,255,35,Asia,20,2140.87
020dec8cb4d04f85b4ab1a866bc8dfd1,77,43,34,South America,17,372.61
020e5eb4f5c948ba8917b3d4a57a65cd,106,73,33,Asia,11,601.14
020e8143b5434896969f9a1052ccb17b,287,235,52,Oceania,22,1687.41
020f35c7549c475689249ce7f39744ca,59,12,47,Africa,19,199.03
02102ba3b6b44ffea41b8dc715f505f4,324,307,17,Oceania,21,2964.81
0210a34370514973b9e18d58fa382e12,258,212,46,North America,20,1414.26
0210b9e57db449a1b8189f6aa97162b8,214,164,50,South America,18,1218.25
0213181ab65c46359ff4e4282059b9c8,251,226,25,Africa,19,2272.22
0214cec38f4749beb91b9befac01d009,86,50,36,Asia,15,595.93
021679f29a8b49ed98eef3621c8a3284,263,210,53,Oceania,23,1271.17
021c90736dc3411ba039e2f8cd3492dd,227,176,51,South America,20,1305.41
021d9f85636944c39beff09452690685,182,177,5,North America,18,894.25
021e3225cef341daa54201177f23e508,223,194,29,Europe,23,1877.72
021e41aab9da424c9eaf63b9becc3428,244,215,29,Oceania,21,2646.16
022256e5dab046578554b6569fbbba33,194,159,35,Oceania,22,1569.82
0223311ac1fd4ac8a5e259b30f177619,106,86,20,Africa,22,634.1
02249e08815d4ec9b6a36cecd495b747,260,223,37,Oceania,17,1664.71
0225f53257444976a8e1bca1a8b7ea58,347,310,37,Asia,13,2356.59
02272533aa314579bb7db86a4223e230,308,259,49,Africa,18,1407.86
0228069c2d784384936d55e149679673,238,195,43,Africa,19,902
02285956884646cab898d9857e951b47,46,24,22,North America,21,317.69
02295daffc784c2f941b5203473b554b,171,150,21,Asia,19,1060.91
022bf4a8c73d45aa99065442544fea0d,187,132,55,South America,21,531.76
